Pipe DN,Pipe Schedule,Flange Class,Outside Diamter (mm),Length1,Length2,Wall Thickness (mm),Lumped Mass,Raised Face Depth,W Neck C (mm),Flange Outer Radius,Flange Thickness D (mm),Raised Face Radius,new_col
125,80,300,141.3,1696,696,9.53,117.5,1.5,98.6,139.7,33.6,92.85,1584
125,80,300,141.3,1027,486,9.53,117.5,1.5,98.6,139.7,33.6,92.85,1585
125,80,600,141.3,1169,1031,9.53,202,6.4,114.3,165.1,44.5,92.85,1586
125,80,600,141.3,1519,1931,9.53,202,6.4,114.3,165.1,44.5,92.85,1587
125,80,600,141.3,1247,683,9.53,202,6.4,114.3,165.1,44.5,92.85,1588
125,80,600,141.3,1458,1589,9.53,202,6.4,114.3,165.1,44.5,92.85,1589
125,80,600,141.3,1107,361,9.53,202,6.4,114.3,165.1,44.5,92.85,1590
125,80,150,141.3,1784,1221,9.53,47.625,1.5,88.9,127,22.4,92.85,1591
125,80,150,141.3,1014,1580,9.53,47.625,1.5,88.9,127,22.4,92.85,1592
125,80,150,141.3,746,1402,9.53,47.625,1.5,88.9,127,22.4,92.85,1593
125,80,150,141.3,1357,1659,9.53,47.625,1.5,88.9,127,22.4,92.85,1594
125,80,150,141.3,1035,1913,9.53,47.625,1.5,88.9,127,22.4,92.85,1595
125,80,300,141.3,571,1484,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1596
125,80,300,141.3,1979,714,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1597
125,80,300,141.3,570,1879,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1598
125,80,300,141.3,1344,1404,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1599
125,80,300,141.3,374,384,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1600
125,80,600,141.3,1722,1606,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1601
125,80,600,141.3,1374,512,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1602
125,80,600,141.3,1470,1233,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1603
125,80,600,141.3,1708,505,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1604
125,80,600,141.3,1977,1199,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1605
125,80,150,141.3,421,1889,9.53,79.375,1.5,88.9,127,22.4,92.85,1606
125,80,150,141.3,1388,475,9.53,79.375,1.5,88.9,127,22.4,92.85,1607
125,80,150,141.3,306,1594,9.53,79.375,1.5,88.9,127,22.4,92.85,1608
125,80,150,141.3,837,426,9.53,79.375,1.5,88.9,127,22.4,92.85,1609
125,80,150,141.3,321,642,9.53,79.375,1.5,88.9,127,22.4,92.85,1610
125,80,300,141.3,1439,1731,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1611
125,80,300,141.3,808,822,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1612
125,80,300,141.3,1538,441,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1613
125,80,300,141.3,543,1615,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1614
125,80,300,141.3,345,332,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1615
125,80,600,141.3,741,1004,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1616
125,80,600,141.3,1163,808,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1617
125,80,600,141.3,846,1053,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1618
125,80,600,141.3,1143,1007,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1619
125,80,600,141.3,1111,1616,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1620
125,XS,150,141.3,928,1820,9.53,0.0001,1.5,88.9,127,22.4,92.85,1621
125,XS,150,141.3,1265,1530,9.53,0.0001,1.5,88.9,127,22.4,92.85,1622
125,XS,150,141.3,489,1973,9.53,0.0001,1.5,88.9,127,22.4,92.85,1623
125,XS,150,141.3,1592,1775,9.53,0.0001,1.5,88.9,127,22.4,92.85,1624
125,XS,150,141.3,343,795,9.53,0.0001,1.5,88.9,127,22.4,92.85,1625
125,XS,300,141.3,1786,947,9.53,0.0001,1.5,98.6,139.7,33.6,92.85,1626
125,XS,300,141.3,531,1393,9.53,0.0001,1.5,98.6,139.7,33.6,92.85,1627
125,XS,300,141.3,1399,1936,9.53,0.0001,1.5,98.6,139.7,33.6,92.85,1628
125,XS,300,141.3,732,1322,9.53,0.0001,1.5,98.6,139.7,33.6,92.85,1629
125,XS,300,141.3,582,1729,9.53,0.0001,1.5,98.6,139.7,33.6,92.85,1630
125,XS,600,141.3,947,1638,9.53,0.0001,6.4,114.3,165.1,44.5,92.85,1631
125,XS,600,141.3,760,354,9.53,0.0001,6.4,114.3,165.1,44.5,92.85,1632
125,XS,600,141.3,428,704,9.53,0.0001,6.4,114.3,165.1,44.5,92.85,1633
125,XS,600,141.3,482,1407,9.53,0.0001,6.4,114.3,165.1,44.5,92.85,1634
125,XS,600,141.3,1174,826,9.53,0.0001,6.4,114.3,165.1,44.5,92.85,1635
125,XS,150,141.3,1915,899,9.53,63.5,1.5,88.9,127,22.4,92.85,1636
125,XS,150,141.3,1896,1153,9.53,63.5,1.5,88.9,127,22.4,92.85,1637
125,XS,150,141.3,1843,1567,9.53,63.5,1.5,88.9,127,22.4,92.85,1638
125,XS,150,141.3,918,1549,9.53,63.5,1.5,88.9,127,22.4,92.85,1639
125,XS,150,141.3,512,869,9.53,63.5,1.5,88.9,127,22.4,92.85,1640
125,XS,300,141.3,469,702,9.53,117.5,1.5,98.6,139.7,33.6,92.85,1641
125,XS,300,141.3,1235,1176,9.53,117.5,1.5,98.6,139.7,33.6,92.85,1642
125,XS,300,141.3,1818,1981,9.53,117.5,1.5,98.6,139.7,33.6,92.85,1643
125,XS,300,141.3,977,1107,9.53,117.5,1.5,98.6,139.7,33.6,92.85,1644
125,XS,300,141.3,876,452,9.53,117.5,1.5,98.6,139.7,33.6,92.85,1645
125,XS,600,141.3,723,1456,9.53,202,6.4,114.3,165.1,44.5,92.85,1646
125,XS,600,141.3,1997,1785,9.53,202,6.4,114.3,165.1,44.5,92.85,1647
125,XS,600,141.3,860,1699,9.53,202,6.4,114.3,165.1,44.5,92.85,1648
125,XS,600,141.3,1651,1384,9.53,202,6.4,114.3,165.1,44.5,92.85,1649
125,XS,600,141.3,617,1535,9.53,202,6.4,114.3,165.1,44.5,92.85,1650
125,XS,150,141.3,861,882,9.53,47.625,1.5,88.9,127,22.4,92.85,1651
125,XS,150,141.3,1602,1395,9.53,47.625,1.5,88.9,127,22.4,92.85,1652
125,XS,150,141.3,727,559,9.53,47.625,1.5,88.9,127,22.4,92.85,1653
125,XS,150,141.3,1813,1842,9.53,47.625,1.5,88.9,127,22.4,92.85,1654
125,XS,150,141.3,330,1547,9.53,47.625,1.5,88.9,127,22.4,92.85,1655
125,XS,300,141.3,751,1602,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1656
125,XS,300,141.3,895,1871,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1657
125,XS,300,141.3,1062,447,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1658
125,XS,300,141.3,387,1865,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1659
125,XS,300,141.3,1060,388,9.53,88.125,1.5,98.6,139.7,33.6,92.85,1660
125,XS,600,141.3,876,1781,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1661
125,XS,600,141.3,903,1375,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1662
125,XS,600,141.3,768,667,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1663
125,XS,600,141.3,783,870,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1664
125,XS,600,141.3,645,1213,9.53,151.5,6.4,114.3,165.1,44.5,92.85,1665
125,XS,150,141.3,1903,1554,9.53,79.375,1.5,88.9,127,22.4,92.85,1666
125,XS,150,141.3,1071,1420,9.53,79.375,1.5,88.9,127,22.4,92.85,1667
125,XS,150,141.3,1103,495,9.53,79.375,1.5,88.9,127,22.4,92.85,1668
125,XS,150,141.3,1605,641,9.53,79.375,1.5,88.9,127,22.4,92.85,1669
125,XS,150,141.3,1226,1083,9.53,79.375,1.5,88.9,127,22.4,92.85,1670
125,XS,300,141.3,941,1081,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1671
125,XS,300,141.3,1725,1312,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1672
125,XS,300,141.3,1471,1773,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1673
125,XS,300,141.3,934,1446,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1674
125,XS,300,141.3,855,1223,9.53,146.875,1.5,98.6,139.7,33.6,92.85,1675
125,XS,600,141.3,1467,984,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1676
125,XS,600,141.3,1163,1391,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1677
125,XS,600,141.3,402,1670,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1678
125,XS,600,141.3,1172,1474,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1679
125,XS,600,141.3,347,1284,9.53,252.5,6.4,114.3,165.1,44.5,92.85,1680
125,XXS,150,141.3,1009,576,19.05,0.0001,1.5,88.9,127,22.4,92.85,1681
125,XXS,150,141.3,878,1308,19.05,0.0001,1.5,88.9,127,22.4,92.85,1682
125,XXS,150,141.3,926,666,19.05,0.0001,1.5,88.9,127,22.4,92.85,1683
125,XXS,150,141.3,1369,1648,19.05,0.0001,1.5,88.9,127,22.4,92.85,1684
125,XXS,150,141.3,361,603,19.05,0.0001,1.5,88.9,127,22.4,92.85,1685
125,XXS,300,141.3,1297,888,19.05,0.0001,1.5,98.6,139.7,33.6,92.85,1686
125,XXS,300,141.3,515,700,19.05,0.0001,1.5,98.6,139.7,33.6,92.85,1687
125,XXS,300,141.3,1465,863,19.05,0.0001,1.5,98.6,139.7,33.6,92.85,1688
125,XXS,300,141.3,356,691,19.05,0.0001,1.5,98.6,139.7,33.6,92.85,1689
125,XXS,300,141.3,702,1352,19.05,0.0001,1.5,98.6,139.7,33.6,92.85,1690
125,XXS,600,141.3,904,642,19.05,0.0001,6.4,114.3,165.1,44.5,92.85,1691
125,XXS,600,141.3,549,470,19.05,0.0001,6.4,114.3,165.1,44.5,92.85,1692
125,XXS,600,141.3,1395,545,19.05,0.0001,6.4,114.3,165.1,44.5,92.85,1693
125,XXS,600,141.3,1242,1135,19.05,0.0001,6.4,114.3,165.1,44.5,92.85,1694
125,XXS,600,141.3,1582,504,19.05,0.0001,6.4,114.3,165.1,44.5,92.85,1695
125,XXS,150,141.3,1494,1417,19.05,63.5,1.5,88.9,127,22.4,92.85,1696
125,XXS,150,141.3,1962,1258,19.05,63.5,1.5,88.9,127,22.4,92.85,1697
125,XXS,150,141.3,1959,493,19.05,63.5,1.5,88.9,127,22.4,92.85,1698
125,XXS,150,141.3,977,404,19.05,63.5,1.5,88.9,127,22.4,92.85,1699
125,XXS,150,141.3,1038,1969,19.05,63.5,1.5,88.9,127,22.4,92.85,1700
125,XXS,300,141.3,1382,928,19.05,117.5,1.5,98.6,139.7,33.6,92.85,1701
125,XXS,300,141.3,1373,1140,19.05,117.5,1.5,98.6,139.7,33.6,92.85,1702
125,XXS,300,141.3,1494,1820,19.05,117.5,1.5,98.6,139.7,33.6,92.85,1703
125,XXS,300,141.3,906,1116,19.05,117.5,1.5,98.6,139.7,33.6,92.85,1704
125,XXS,300,141.3,441,334,19.05,117.5,1.5,98.6,139.7,33.6,92.85,1705
125,XXS,600,141.3,1108,1562,19.05,202,6.4,114.3,165.1,44.5,92.85,1706
125,XXS,600,141.3,1419,1887,19.05,202,6.4,114.3,165.1,44.5,92.85,1707
125,XXS,600,141.3,590,1462,19.05,202,6.4,114.3,165.1,44.5,92.85,1708
125,XXS,600,141.3,1104,1524,19.05,202,6.4,114.3,165.1,44.5,92.85,1709
125,XXS,600,141.3,1112,871,19.05,202,6.4,114.3,165.1,44.5,92.85,1710
125,XXS,150,141.3,986,584,19.05,47.625,1.5,88.9,127,22.4,92.85,1711
125,XXS,150,141.3,1649,1235,19.05,47.625,1.5,88.9,127,22.4,92.85,1712
125,XXS,150,141.3,345,619,19.05,47.625,1.5,88.9,127,22.4,92.85,1713
125,XXS,150,141.3,432,1354,19.05,47.625,1.5,88.9,127,22.4,92.85,1714
125,XXS,150,141.3,326,1525,19.05,47.625,1.5,88.9,127,22.4,92.85,1715
125,XXS,300,141.3,1455,772,19.05,88.125,1.5,98.6,139.7,33.6,92.85,1716
125,XXS,300,141.3,1018,1155,19.05,88.125,1.5,98.6,139.7,33.6,92.85,1717
125,XXS,300,141.3,492,1732,19.05,88.125,1.5,98.6,139.7,33.6,92.85,1718
125,XXS,300,141.3,1407,487,19.05,88.125,1.5,98.6,139.7,33.6,92.85,1719
125,XXS,300,141.3,1052,495,19.05,88.125,1.5,98.6,139.7,33.6,92.85,1720
125,XXS,600,141.3,982,1748,19.05,151.5,6.4,114.3,165.1,44.5,92.85,1721
125,XXS,600,141.3,1829,985,19.05,151.5,6.4,114.3,165.1,44.5,92.85,1722
125,XXS,600,141.3,534,574,19.05,151.5,6.4,114.3,165.1,44.5,92.85,1723
125,XXS,600,141.3,922,754,19.05,151.5,6.4,114.3,165.1,44.5,92.85,1724
125,XXS,600,141.3,1336,1148,19.05,151.5,6.4,114.3,165.1,44.5,92.85,1725
125,XXS,150,141.3,1412,1926,19.05,79.375,1.5,88.9,127,22.4,92.85,1726
125,XXS,150,141.3,1350,1460,19.05,79.375,1.5,88.9,127,22.4,92.85,1727
125,XXS,150,141.3,1698,481,19.05,79.375,1.5,88.9,127,22.4,92.85,1728
125,XXS,150,141.3,1715,1416,19.05,79.375,1.5,88.9,127,22.4,92.85,1729
125,XXS,150,141.3,870,417,19.05,79.375,1.5,88.9,127,22.4,92.85,1730
125,XXS,300,141.3,1854,1580,19.05,146.875,1.5,98.6,139.7,33.6,92.85,1731
125,XXS,300,141.3,1930,511,19.05,146.875,1.5,98.6,139.7,33.6,92.85,1732
125,XXS,300,141.3,550,916,19.05,146.875,1.5,98.6,139.7,33.6,92.85,1733
125,XXS,300,141.3,1204,1368,19.05,146.875,1.5,98.6,139.7,33.6,92.85,1734
125,XXS,300,141.3,1612,1045,19.05,146.875,1.5,98.6,139.7,33.6,92.85,1735
125,XXS,600,141.3,1753,1722,19.05,252.5,6.4,114.3,165.1,44.5,92.85,1736
125,XXS,600,141.3,506,1911,19.05,252.5,6.4,114.3,165.1,44.5,92.85,1737
125,XXS,600,141.3,1357,1718,19.05,252.5,6.4,114.3,165.1,44.5,92.85,1738
125,XXS,600,141.3,650,553,19.05,252.5,6.4,114.3,165.1,44.5,92.85,1739
125,XXS,600,141.3,1467,1787,19.05,252.5,6.4,114.3,165.1,44.5,92.85,1740
150,40,150,168.3,1108,911,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1741
150,40,150,168.3,499,677,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1742
150,40,150,168.3,1255,500,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1743
150,40,150,168.3,1867,715,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1744
150,40,150,168.3,1871,996,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1745
150,40,300,168.3,901,1689,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1746
150,40,300,168.3,1605,1782,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1747
150,40,300,168.3,363,934,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1748
150,40,300,168.3,1533,385,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1749
150,40,300,168.3,1195,1921,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1750
150,40,600,168.3,542,651,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1751
150,40,600,168.3,611,309,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1752
150,40,600,168.3,1067,524,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1753
150,40,600,168.3,874,315,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1754
150,40,600,168.3,884,595,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1755
150,40,150,168.3,1315,1496,7.11,80,1.5,88.9,139.7,23.9,107.95,1756
150,40,150,168.3,1290,1350,7.11,80,1.5,88.9,139.7,23.9,107.95,1757
150,40,150,168.3,1096,1773,7.11,80,1.5,88.9,139.7,23.9,107.95,1758
150,40,150,168.3,644,1221,7.11,80,1.5,88.9,139.7,23.9,107.95,1759
150,40,150,168.3,608,458,7.11,80,1.5,88.9,139.7,23.9,107.95,1760
150,40,300,168.3,1388,1908,7.11,147,1.5,98.6,158.75,35.1,107.95,1761
150,40,300,168.3,799,1412,7.11,147,1.5,98.6,158.75,35.1,107.95,1762
150,40,300,168.3,1557,1419,7.11,147,1.5,98.6,158.75,35.1,107.95,1763
150,40,300,168.3,984,1075,7.11,147,1.5,98.6,158.75,35.1,107.95,1764
150,40,300,168.3,1627,1870,7.11,147,1.5,98.6,158.75,35.1,107.95,1765
150,40,600,168.3,1712,1691,7.11,277,6.4,117.3,177.8,47.8,107.95,1766
150,40,600,168.3,1883,1200,7.11,277,6.4,117.3,177.8,47.8,107.95,1767
150,40,600,168.3,1778,423,7.11,277,6.4,117.3,177.8,47.8,107.95,1768
150,40,600,168.3,1684,1615,7.11,277,6.4,117.3,177.8,47.8,107.95,1769
150,40,600,168.3,806,660,7.11,277,6.4,117.3,177.8,47.8,107.95,1770
150,40,150,168.3,728,1937,7.11,60,1.5,88.9,139.7,23.9,107.95,1771
150,40,150,168.3,1123,1221,7.11,60,1.5,88.9,139.7,23.9,107.95,1772
150,40,150,168.3,1757,878,7.11,60,1.5,88.9,139.7,23.9,107.95,1773
150,40,150,168.3,1832,1524,7.11,60,1.5,88.9,139.7,23.9,107.95,1774
150,40,150,168.3,924,955,7.11,60,1.5,88.9,139.7,23.9,107.95,1775
150,40,300,168.3,1373,668,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1776
150,40,300,168.3,1246,1437,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1777
150,40,300,168.3,859,974,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1778
150,40,300,168.3,1227,1994,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1779
150,40,300,168.3,867,379,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1780
150,40,600,168.3,1201,673,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1781
150,40,600,168.3,640,771,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1782
150,40,600,168.3,795,1281,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1783
150,40,600,168.3,1421,365,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1784
150,40,600,168.3,808,1241,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1785
150,40,150,168.3,370,817,7.11,100,1.5,88.9,139.7,23.9,107.95,1786
150,40,150,168.3,1941,1954,7.11,100,1.5,88.9,139.7,23.9,107.95,1787
150,40,150,168.3,1107,1032,7.11,100,1.5,88.9,139.7,23.9,107.95,1788
150,40,150,168.3,1102,979,7.11,100,1.5,88.9,139.7,23.9,107.95,1789
150,40,150,168.3,1348,573,7.11,100,1.5,88.9,139.7,23.9,107.95,1790
150,40,300,168.3,595,1545,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1791
150,40,300,168.3,376,1493,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1792
150,40,300,168.3,779,1820,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1793
150,40,300,168.3,558,1671,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1794
150,40,300,168.3,976,985,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1795
150,40,600,168.3,1589,1453,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1796
150,40,600,168.3,1071,1730,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1797
150,40,600,168.3,1861,462,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1798
150,40,600,168.3,938,1343,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1799
150,40,600,168.3,1018,1528,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1800
150,STD,150,168.3,1751,715,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1801
150,STD,150,168.3,1300,1913,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1802
150,STD,150,168.3,897,746,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1803
150,STD,150,168.3,1718,919,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1804
150,STD,150,168.3,1651,510,7.11,0.0001,1.5,88.9,139.7,23.9,107.95,1805
150,STD,300,168.3,1366,1862,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1806
150,STD,300,168.3,1733,1656,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1807
150,STD,300,168.3,1945,1781,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1808
150,STD,300,168.3,1522,1176,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1809
150,STD,300,168.3,804,525,7.11,0.0001,1.5,98.6,158.75,35.1,107.95,1810
150,STD,600,168.3,1670,1912,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1811
150,STD,600,168.3,629,697,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1812
150,STD,600,168.3,676,681,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1813
150,STD,600,168.3,502,989,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1814
150,STD,600,168.3,822,1496,7.11,0.0001,6.4,117.3,177.8,47.8,107.95,1815
150,STD,150,168.3,1258,1077,7.11,80,1.5,88.9,139.7,23.9,107.95,1816
150,STD,150,168.3,989,1139,7.11,80,1.5,88.9,139.7,23.9,107.95,1817
150,STD,150,168.3,827,1241,7.11,80,1.5,88.9,139.7,23.9,107.95,1818
150,STD,150,168.3,1832,1006,7.11,80,1.5,88.9,139.7,23.9,107.95,1819
150,STD,150,168.3,1675,605,7.11,80,1.5,88.9,139.7,23.9,107.95,1820
150,STD,300,168.3,713,1197,7.11,147,1.5,98.6,158.75,35.1,107.95,1821
150,STD,300,168.3,1611,483,7.11,147,1.5,98.6,158.75,35.1,107.95,1822
150,STD,300,168.3,689,1010,7.11,147,1.5,98.6,158.75,35.1,107.95,1823
150,STD,300,168.3,1258,1973,7.11,147,1.5,98.6,158.75,35.1,107.95,1824
150,STD,300,168.3,801,694,7.11,147,1.5,98.6,158.75,35.1,107.95,1825
150,STD,600,168.3,1573,702,7.11,277,6.4,117.3,177.8,47.8,107.95,1826
150,STD,600,168.3,672,759,7.11,277,6.4,117.3,177.8,47.8,107.95,1827
150,STD,600,168.3,687,564,7.11,277,6.4,117.3,177.8,47.8,107.95,1828
150,STD,600,168.3,372,782,7.11,277,6.4,117.3,177.8,47.8,107.95,1829
150,STD,600,168.3,1733,1526,7.11,277,6.4,117.3,177.8,47.8,107.95,1830
150,STD,150,168.3,1801,593,7.11,60,1.5,88.9,139.7,23.9,107.95,1831
150,STD,150,168.3,418,1164,7.11,60,1.5,88.9,139.7,23.9,107.95,1832
150,STD,150,168.3,964,1571,7.11,60,1.5,88.9,139.7,23.9,107.95,1833
150,STD,150,168.3,1844,1264,7.11,60,1.5,88.9,139.7,23.9,107.95,1834
150,STD,150,168.3,828,1553,7.11,60,1.5,88.9,139.7,23.9,107.95,1835
150,STD,300,168.3,1224,1723,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1836
150,STD,300,168.3,603,309,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1837
150,STD,300,168.3,837,1452,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1838
150,STD,300,168.3,1526,1410,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1839
150,STD,300,168.3,426,1724,7.11,110.25,1.5,98.6,158.75,35.1,107.95,1840
150,STD,600,168.3,1175,1049,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1841
150,STD,600,168.3,1875,828,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1842
150,STD,600,168.3,1961,423,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1843
150,STD,600,168.3,1274,365,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1844
150,STD,600,168.3,595,345,7.11,207.75,6.4,117.3,177.8,47.8,107.95,1845
150,STD,150,168.3,1706,1502,7.11,100,1.5,88.9,139.7,23.9,107.95,1846
150,STD,150,168.3,866,1962,7.11,100,1.5,88.9,139.7,23.9,107.95,1847
150,STD,150,168.3,1867,1427,7.11,100,1.5,88.9,139.7,23.9,107.95,1848
150,STD,150,168.3,1763,1045,7.11,100,1.5,88.9,139.7,23.9,107.95,1849
150,STD,150,168.3,629,1243,7.11,100,1.5,88.9,139.7,23.9,107.95,1850
150,STD,300,168.3,307,538,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1851
150,STD,300,168.3,1310,1510,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1852
150,STD,300,168.3,629,1307,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1853
150,STD,300,168.3,368,366,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1854
150,STD,300,168.3,1147,1855,7.11,183.75,1.5,98.6,158.75,35.1,107.95,1855
150,STD,600,168.3,370,860,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1856
150,STD,600,168.3,1586,1206,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1857
150,STD,600,168.3,991,1960,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1858
150,STD,600,168.3,1141,865,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1859
150,STD,600,168.3,513,702,7.11,346.25,6.4,117.3,177.8,47.8,107.95,1860
150,80,150,168.3,1369,1080,10.97,0.0001,1.5,88.9,139.7,23.9,107.95,1861
150,80,150,168.3,1229,1212,10.97,0.0001,1.5,88.9,139.7,23.9,107.95,1862
150,80,150,168.3,1855,1277,10.97,0.0001,1.5,88.9,139.7,23.9,107.95,1863
150,80,150,168.3,1963,1531,10.97,0.0001,1.5,88.9,139.7,23.9,107.95,1864
150,80,150,168.3,1010,971,10.97,0.0001,1.5,88.9,139.7,23.9,107.95,1865
150,80,300,168.3,1579,747,10.97,0.0001,1.5,98.6,158.75,35.1,107.95,1866
150,80,300,168.3,1911,1886,10.97,0.0001,1.5,98.6,158.75,35.1,107.95,1867
150,80,300,168.3,1014,1938,10.97,0.0001,1.5,98.6,158.75,35.1,107.95,1868
150,80,300,168.3,1451,970,10.97,0.0001,1.5,98.6,158.75,35.1,107.95,1869
150,80,300,168.3,1092,910,10.97,0.0001,1.5,98.6,158.75,35.1,107.95,1870
150,80,600,168.3,597,760,10.97,0.0001,6.4,117.3,177.8,47.8,107.95,1871
150,80,600,168.3,1551,1543,10.97,0.0001,6.4,117.3,177.8,47.8,107.95,1872
150,80,600,168.3,1379,988,10.97,0.0001,6.4,117.3,177.8,47.8,107.95,1873
150,80,600,168.3,912,726,10.97,0.0001,6.4,117.3,177.8,47.8,107.95,1874
150,80,600,168.3,1755,867,10.97,0.0001,6.4,117.3,177.8,47.8,107.95,1875
150,80,150,168.3,975,1552,10.97,80,1.5,88.9,139.7,23.9,107.95,1876
150,80,150,168.3,1974,647,10.97,80,1.5,88.9,139.7,23.9,107.95,1877
150,80,150,168.3,741,454,10.97,80,1.5,88.9,139.7,23.9,107.95,1878
150,80,150,168.3,574,1701,10.97,80,1.5,88.9,139.7,23.9,107.95,1879
150,80,150,168.3,1503,700,10.97,80,1.5,88.9,139.7,23.9,107.95,1880
150,80,300,168.3,1009,360,10.97,147,1.5,98.6,158.75,35.1,107.95,1881
150,80,300,168.3,1172,819,10.97,147,1.5,98.6,158.75,35.1,107.95,1882
