pipe_dn,pipe_schedule,flange_class,outside_diameter,length1,length2,wall_thickness,lumped_mass,raised_face_depth,w_neck_c,flange_outer_radius,flange_thickness_d,raised_face_radius,x_deformation_position,y_deformation_position,z_deformation_position,frequency,support_right,support_left,support,allowable_deformation,,,
65,80,300,73,2194,4439,7.01,33.75,1.5,76.2,95.25,23.9,52.3,-912.88,13.556,28.149,7.3422,Fixed,Fixed,Fixed_Fixed,14.218,1119.527559,463.7987682,
65,80,300,73,4109,3513,7.01,33.75,1.5,76.2,95.25,23.9,52.3,242.12,0,36.5,4.8635,Fixed,Fixed,Fixed_Fixed,15.252,1200.944882,329.5646238,
65,80,300,73,766,646,7.01,33.75,1.5,76.2,95.25,23.9,52.3,81.107,4.0867,36.27,77.5829,Fixed,Fixed,Fixed_Fixed,0.451,35.51181102,155.455976,
65,80,300,73,4836,2657,7.01,33.75,1.5,76.2,95.25,23.9,52.3,875.34,0,36.5,5.3962,Fixed,Fixed,Fixed_Fixed,16.562,1304.094488,397.0687315,
65,80,600,73,4388,3715,7.01,41.25,6.4,79.2,95.25,28.4,52.3,256.02,8.122,35.585,4.15,Fixed,Fixed,Fixed_Fixed,16.605,1307.480315,306.1623954,
65,80,600,73,2805,1720,7.01,41.25,6.4,79.2,95.25,28.4,52.3,409.88,0,36.5,11.7481,Fixed,Fixed,Fixed_Fixed,5.116,402.8346457,267.0318355,
65,80,600,73,3309,517,7.01,41.25,6.4,79.2,95.25,28.4,52.3,1328.3,6.9521,30.459,26.6091,Fixed,Fixed,Fixed_Fixed,7.419,584.1732283,877.0824625,
65,80,600,73,4084,4651,7.01,41.25,6.4,79.2,95.25,28.4,52.3,-266.4,8.122,35.585,3.6376,Fixed,Fixed,Fixed_Fixed,19.37,1525.19685,313.046918,
65,80,600,73,2600,3289,7.01,41.25,6.4,79.2,95.25,28.4,52.3,-286.38,8.122,35.585,7.1905,Fixed,Fixed,Fixed_Fixed,8.572,674.9606299,273.8458246,
65,80,150,73,1743,1383,7.01,28.75,1.5,69.9,88.9,20.9,52.3,152.18,0,36.5,23.4655,Fixed,Fixed,Fixed_Fixed,2.396,188.6614173,249.7937091,
65,80,150,73,1143,1504,7.01,28.75,1.5,69.9,88.9,20.9,52.3,-152.02,0,36.5,31.0537,Fixed,Fixed,Fixed_Fixed,1.698,133.7007874,234.2695857,
65,80,150,73,3750,2794,7.01,28.75,1.5,69.9,88.9,20.9,52.3,398.31,15.076,31.306,6.7524,Fixed,Fixed,Fixed_Fixed,11.344,893.2283465,340.3213925,
65,80,150,73,3564,2362,7.01,28.75,1.5,69.9,88.9,20.9,52.3,469.21,6.9521,30.459,8.1738,Fixed,Fixed,Fixed_Fixed,9.443,743.5433071,342.9247788,
65,80,150,73,2777,3975,7.01,28.75,1.5,69.9,88.9,20.9,52.3,-466.72,15.076,31.306,6.4545,Fixed,Fixed,Fixed_Fixed,12.289,967.6377953,352.406589,
65,80,300,73,4632,1828,7.01,56.25,1.5,76.2,95.25,23.9,52.3,1117,21.665,27.167,6.9776,Fixed,Fixed,Fixed_Fixed,13.627,1072.992126,422.4459937,
65,80,300,73,1574,2786,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-437.15,0,36.5,11.7985,Fixed,Fixed,Fixed_Fixed,4.858,382.519685,254.6532234,
65,80,300,73,1692,3158,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-522.47,0,36.5,10.0712,Fixed,Fixed,Fixed_Fixed,6.172,485.984252,276.1671439,
65,80,300,73,1701,2147,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-191.83,0,36.5,13.374,Fixed,Fixed,Fixed_Fixed,3.594,282.992126,213.5523044,
65,80,300,73,1942,2093,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-96.432,0,36.5,12.2031,Fixed,Fixed,Fixed_Fixed,3.954,311.3385827,214.3737997,
65,80,600,73,3574,3792,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-110.59,7.732,33.876,4.2291,Fixed,Fixed,Fixed_Fixed,13.191,1038.661417,247.8509257,
65,80,600,73,919,4135,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-1393.6,8.122,35.585,13.2343,Fixed,Fixed,Fixed_Fixed,18.372,1446.614173,1080.245044,
65,80,600,73,3327,4278,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-348.2,7.732,33.876,4.0789,Fixed,Fixed,Fixed_Fixed,14.221,1119.76378,257.7140317,
65,80,600,73,3581,1483,7.01,68.75,6.4,79.2,95.25,28.4,52.3,801.05,0,36.5,9.7189,Fixed,Fixed,Fixed_Fixed,7.077,557.2440945,305.5843999,
65,80,600,73,351,3052,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-1302.2,0,36.5,34.6293,Fixed,Fixed,Fixed_Fixed,3.406,268.1889764,524.0264724,
65,XS,150,73,1329,4170,7.01,0,1.5,69.9,88.9,20.9,52.3,-1367.1,0,36.5,13.3114,Fixed,Fixed,Fixed_Fixed,31.442,2475.748031,1859.511069,
65,XS,150,73,422,1317,7.01,0,1.5,69.9,88.9,20.9,52.3,-415.12,0,36.5,118.9419,Fixed,Fixed,Fixed_Fixed,1.547,121.8110236,817.5043193,
65,XS,150,73,1633,2877,7.01,0,1.5,69.9,88.9,20.9,52.3,-576.93,0,36.5,18.3297,Fixed,Fixed,Fixed_Fixed,6.856,539.8425197,558.3300933,
65,XS,150,73,860,1578,7.01,0,1.5,69.9,88.9,20.9,52.3,-327.09,0,36.5,57.9021,Fixed,Fixed,Fixed_Fixed,1.833,144.3307087,471.5433782,
65,XS,150,73,1617,4795,7.01,0,1.5,69.9,88.9,20.9,52.3,-1564.1,7.3421,32.168,9.8146,Fixed,Fixed,Fixed_Fixed,37.467,2950.15748,1633.752989,
65,XS,300,73,3059,4267,7.01,0,1.5,76.2,95.25,23.9,52.3,-553.89,6.9521,30.459,6.9713,Fixed,Fixed,Fixed_Fixed,16.545,1302.755906,512.4428223,
65,XS,300,73,433,3947,7.01,0,1.5,76.2,95.25,23.9,52.3,-1783.3,0,36.5,22.156,Fixed,Fixed,Fixed_Fixed,5.781,455.1968504,569.0614896,
65,XS,300,73,446,537,7.01,0,1.5,76.2,95.25,23.9,52.3,-76.2,0,-36.5,251.2455,Fixed,Fixed,Fixed_Fixed,0.238,18.74015748,265.6685342,
65,XS,300,73,3247,2028,7.01,0,1.5,76.2,95.25,23.9,52.3,572.84,7.732,33.876,13.0993,Fixed,Fixed,Fixed_Fixed,8.805,693.3070866,512.4391702,
65,XS,300,73,3189,1486,7.01,0,1.5,76.2,95.25,23.9,52.3,789.07,8.122,35.585,17.057,Fixed,Fixed,Fixed_Fixed,8.671,682.7559055,657.1079268,
65,XS,600,73,1713,463,7.01,0,6.4,79.2,95.25,28.4,52.3,581.32,0,-36.5,77.7251,Fixed,Fixed,Fixed_Fixed,3.329,262.1259843,1149.582,
65,XS,600,73,1980,2634,7.01,0,6.4,79.2,95.25,28.4,52.3,-309.14,0,36.5,16.1197,Fixed,Fixed,Fixed_Fixed,5.841,459.9212598,418.3203881,
65,XS,600,73,2930,4570,7.01,0,6.4,79.2,95.25,28.4,52.3,-780.13,7.3421,32.168,6.6096,Fixed,Fixed,Fixed_Fixed,17.619,1387.322835,517.3938995,
65,XS,600,73,2216,3490,7.01,0,6.4,79.2,95.25,28.4,52.3,-596.78,7.3421,32.168,11.0568,Fixed,Fixed,Fixed_Fixed,9.848,775.4330709,483.7738224,
65,XS,600,73,880,3104,7.01,0,6.4,79.2,95.25,28.4,52.3,-1070.3,7.732,33.876,24.5923,Fixed,Fixed,Fixed_Fixed,16.49,1298.425197,1801.709109,
65,XS,150,73,4910,4240,7.01,23,1.5,69.9,88.9,20.9,52.3,267.69,7.732,33.876,3.8393,Fixed,Fixed,Fixed_Fixed,22.733,1790,387.769522,
65,XS,150,73,4638,4620,7.01,23,1.5,69.9,88.9,20.9,52.3,53.003,0,39.927,3.7442,Fixed,Fixed,Fixed_Fixed,23.161,1823.700787,385.2842146,
65,XS,150,73,4277,756,7.01,23,1.5,69.9,88.9,20.9,52.3,1695.7,8.122,35.585,15.9095,Fixed,Fixed,Fixed_Fixed,16.944,1334.173228,1197.670477,
65,XS,150,73,395,1008,7.01,23,1.5,69.9,88.9,20.9,52.3,-245.02,0,36.5,111.887,Fixed,Fixed,Fixed_Fixed,0.525,41.33858268,260.9779427,
65,XS,150,73,734,932,7.01,23,1.5,69.9,88.9,20.9,52.3,-98.39,0,36.5,69.8598,Fixed,Fixed,Fixed_Fixed,0.659,51.88976378,204.539704,
65,XS,300,73,751,876,7.01,45,1.5,76.2,95.25,23.9,52.3,-83.21,0,36.5,56.2594,Fixed,Fixed,Fixed_Fixed,0.62,48.81889764,154.9714356,
65,XS,300,73,3084,1083,7.01,45,1.5,76.2,95.25,23.9,52.3,799.31,0,36.5,16.3974,Fixed,Fixed,Fixed_Fixed,5.775,454.7244094,420.7187332,
65,XS,300,73,3266,1657,7.01,45,1.5,76.2,95.25,23.9,52.3,613.67,0,36.5,10.6547,Fixed,Fixed,Fixed_Fixed,6.649,523.5433071,314.7476016,
65,XS,300,73,3887,4053,7.01,45,1.5,76.2,95.25,23.9,52.3,-109.33,7.732,33.876,4.219,Fixed,Fixed,Fixed_Fixed,16.264,1280.629921,304.860924,
65,XS,300,73,3708,2828,7.01,45,1.5,76.2,95.25,23.9,52.3,355.07,8.122,35.585,5.9806,Fixed,Fixed,Fixed_Fixed,10.994,865.6692913,292.1227361,
65,XS,600,73,3784,2327,7.01,55,6.4,79.2,95.25,28.4,52.3,526.42,7.3421,32.168,6.5687,Fixed,Fixed,Fixed_Fixed,9.457,744.6456693,275.9927585,
65,XS,600,73,791,2192,7.01,55,6.4,79.2,95.25,28.4,52.3,-516.94,0,-36.5,26.5017,Fixed,Fixed,Fixed_Fixed,2.441,192.2047244,287.4129838,
65,XS,600,73,2885,1470,7.01,55,6.4,79.2,95.25,28.4,52.3,519.36,0,36.5,12.2354,Fixed,Fixed,Fixed_Fixed,4.825,379.9212598,262.2891708,
65,XS,600,73,3677,3684,7.01,55,6.4,79.2,95.25,28.4,52.3,6.4,0,66.617,4.5109,Fixed,Fixed,Fixed_Fixed,13.329,1049.527559,267.1318292,
65,XS,600,73,1561,521,7.01,55,6.4,79.2,95.25,28.4,52.3,387.87,0,36.5,48.922,Fixed,Fixed,Fixed_Fixed,1.143,90,248.4364439,
65,XS,150,73,1614,895,7.01,17.25,1.5,69.9,88.9,20.9,52.3,296.49,0,36.5,41.4772,Fixed,Fixed,Fixed_Fixed,1.655,130.3149606,304.9806597,
65,XS,150,73,1975,1260,7.01,17.25,1.5,69.9,88.9,20.9,52.3,291.21,0,36.5,26.0319,Fixed,Fixed,Fixed_Fixed,2.738,215.5905512,316.6680018,
65,XS,150,73,2319,3152,7.01,17.25,1.5,69.9,88.9,20.9,52.3,-345.98,7.732,33.876,10.1936,Fixed,Fixed,Fixed_Fixed,8.068,635.2755906,365.3914222,
65,XS,150,73,1224,392,7.01,17.25,1.5,69.9,88.9,20.9,52.3,337.61,0,36.5,105.3628,Fixed,Fixed,Fixed_Fixed,0.852,67.08661417,398.8336276,
65,XS,150,73,1114,4599,7.01,17.25,1.5,69.9,88.9,20.9,52.3,-1678.5,0,36.5,11.9893,Fixed,Fixed,Fixed_Fixed,84.329,6640.07874,4491.9576,
65,XS,300,73,578,1524,7.01,33.75,1.5,76.2,95.25,23.9,52.3,-345.17,0,36.5,52.8704,Fixed,Fixed,Fixed_Fixed,1.22,96.06299213,286.5743377,
65,XS,300,73,4361,4752,7.01,33.75,1.5,76.2,95.25,23.9,52.3,-175.36,7.3421,32.168,3.5501,Fixed,Fixed,Fixed_Fixed,22.046,1735.905512,347.724475,
65,XS,300,73,2628,1220,7.01,33.75,1.5,76.2,95.25,23.9,52.3,574.82,8.122,35.585,19.47,Fixed,Fixed,Fixed_Fixed,4.403,346.6929134,380.8724043,
65,XS,300,73,1543,1727,7.01,33.75,1.5,76.2,95.25,23.9,52.3,-99.792,0,36.5,22.3459,Fixed,Fixed,Fixed_Fixed,2.653,208.8976378,263.390418,
65,XS,300,73,369,3391,7.01,33.75,1.5,76.2,95.25,23.9,52.3,-1505.6,0,36.5,29.5363,Fixed,Fixed,Fixed_Fixed,4.146,326.4566929,544.0643365,
65,XS,600,73,3289,1949,7.01,41.25,6.4,79.2,95.25,28.4,52.3,505.62,0,36.5,9.2747,Fixed,Fixed,Fixed_Fixed,7.043,554.5669291,290.2167202,
65,XS,600,73,1745,3699,7.01,41.25,6.4,79.2,95.25,28.4,52.3,-743.08,0,36.5,9.329,Fixed,Fixed,Fixed_Fixed,8.377,659.6062992,347.2070053,
65,XS,600,73,3348,1737,7.01,41.25,6.4,79.2,95.25,28.4,52.3,629.84,0,-36.5,10.1443,Fixed,Fixed,Fixed_Fixed,6.902,543.4645669,311.0727079,
65,XS,600,73,2591,2834,7.01,41.25,6.4,79.2,95.25,28.4,52.3,-122.37,7.732,33.876,8.1491,Fixed,Fixed,Fixed_Fixed,7.165,564.1732283,259.4123885,
65,XS,600,73,4732,3501,7.01,41.25,6.4,79.2,95.25,28.4,52.3,492.72,7.3421,32.168,4.1004,Fixed,Fixed,Fixed_Fixed,17.47,1375.590551,318.2614231,
65,XS,150,73,3234,2753,7.01,28.75,1.5,69.9,88.9,20.9,52.3,201.53,6.9521,30.459,7.7668,Fixed,Fixed,Fixed_Fixed,9.246,728.0314961,319.0515667,
65,XS,150,73,2552,3115,7.01,28.75,1.5,69.9,88.9,20.9,52.3,-236.81,7.3421,32.168,8.5656,Fixed,Fixed,Fixed_Fixed,8.27,651.1811024,314.7227734,
65,XS,150,73,4998,4013,7.01,28.75,1.5,69.9,88.9,20.9,52.3,384.48,8.122,35.585,3.8184,Fixed,Fixed,Fixed_Fixed,21.942,1727.716535,372.2395398,
65,XS,150,73,3972,359,7.01,28.75,1.5,69.9,88.9,20.9,52.3,1829.7,0,36.5,22.6205,Fixed,Fixed,Fixed_Fixed,5.007,394.2519685,503.2046691,
65,XS,150,73,664,3706,7.01,28.75,1.5,69.9,88.9,20.9,52.3,-1475.6,0,36.5,20.6428,Fixed,Fixed,Fixed_Fixed,14.044,1105.826772,1288.025011,
65,XS,300,73,767,4769,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-1938,7.732,33.876,12.828,Fixed,Fixed,Fixed_Fixed,19.822,1560.787402,1129.721239,
65,XS,300,73,2515,3857,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-507.76,8.122,35.585,6.0457,Fixed,Fixed,Fixed_Fixed,10.512,827.7165354,282.3558665,
65,XS,300,73,3735,4729,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-373.57,0,36.5,3.6237,Fixed,Fixed,Fixed_Fixed,18.532,1459.212598,298.3591753,
65,XS,300,73,2960,4186,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-442.2,0,36.5,4.9048,Fixed,Fixed,Fixed_Fixed,13.193,1038.818898,287.4946293,
65,XS,300,73,1184,1035,7.01,56.25,1.5,76.2,95.25,23.9,52.3,90.452,0,36.5,31.9066,Fixed,Fixed,Fixed_Fixed,1.16,91.33858268,164.438455,
65,XS,600,73,2166,4730,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-983.31,13.556,28.149,5.5537,Fixed,Fixed,Fixed_Fixed,13.28,1045.669291,327.6765496,
65,XS,600,73,969,1690,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-277.14,0,36.5,24.1921,Fixed,Fixed,Fixed_Fixed,1.643,129.3700787,176.5940241,
65,XS,600,73,1109,3755,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-1043.3,8.122,35.585,12.2843,Fixed,Fixed,Fixed_Fixed,8.627,679.2913386,470.8418772,
65,XS,600,73,859,4186,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-1495.5,0,36.5,13.7526,Fixed,Fixed,Fixed_Fixed,26.498,2086.456693,1619.059383,
65,XS,600,73,3934,1455,7.01,68.75,6.4,79.2,95.25,28.4,52.3,960.71,8.122,35.585,9.2313,Fixed,Fixed,Fixed_Fixed,8.746,688.6614173,358.7048167,
65,XXS,150,73,3490,456,14.02,0,1.5,69.9,88.9,20.9,52.3,1514.5,0,36.5,24.8398,Fixed,Fixed,Fixed_Fixed,5.924,466.4566929,653.774557,
65,XXS,150,73,2447,2764,14.02,0,1.5,69.9,88.9,20.9,52.3,-189.71,0,36.5,13.123,Fixed,Fixed,Fixed_Fixed,8.884,699.5275591,517.9723167,
65,XXS,150,73,325,4121,14.02,0,1.5,69.9,88.9,20.9,52.3,-1900.6,0,36.5,19.7888,Fixed,Fixed,Fixed_Fixed,5.47,430.7086614,480.9186907,
65,XXS,150,73,3487,3869,14.02,0,1.5,69.9,88.9,20.9,52.3,-233.33,7.3421,32.168,6.7253,Fixed,Fixed,Fixed_Fixed,18.129,1427.480315,541.6894552,
65,XXS,150,73,4545,4278,14.02,0,1.5,69.9,88.9,20.9,52.3,171.97,6.5621,28.751,4.7152,Fixed,Fixed,Fixed_Fixed,26.285,2069.685039,550.6466106,
65,XXS,300,73,4574,1408,14.02,0,1.5,76.2,95.25,23.9,52.3,1552.3,0,36.5,10.4626,Fixed,Fixed,Fixed_Fixed,55.76,4390.551181,2591.953808,
65,XXS,300,73,3964,2533,14.02,0,1.5,76.2,95.25,23.9,52.3,671.29,0,36.5,8.5078,Fixed,Fixed,Fixed_Fixed,15.829,1246.377953,598.3228951,
65,XXS,300,73,3379,3331,14.02,0,1.5,76.2,95.25,23.9,52.3,58.092,0,39.907,7.8943,Fixed,Fixed,Fixed_Fixed,14.8,1165.354331,519.0870715,
65,XXS,300,73,366,2879,14.02,0,1.5,76.2,95.25,23.9,52.3,-1252.2,0,36.5,36.7772,Fixed,Fixed,Fixed_Fixed,3.671,289.0551181,599.8296322,
65,XXS,300,73,4189,3042,14.02,0,1.5,76.2,95.25,23.9,52.3,551.33,7.3421,32.168,6.8762,Fixed,Fixed,Fixed_Fixed,18.459,1453.464567,563.9252495,
65,XXS,600,73,4135,1357,14.02,0,6.4,79.2,95.25,28.4,52.3,1367.3,0,36.5,12.2585,Fixed,Fixed,Fixed_Fixed,31.675,2494.094488,1725.118075,
65,XXS,600,73,2811,3155,14.02,0,6.4,79.2,95.25,28.4,52.3,-173.79,14.316,29.727,9.7699,Fixed,Fixed,Fixed_Fixed,11.365,894.8818898,493.3151227,
65,XXS,600,73,4338,3542,14.02,0,6.4,79.2,95.25,28.4,52.3,428.33,8.122,35.585,5.7379,Fixed,Fixed,Fixed_Fixed,20.683,1628.582677,527.2679549,
65,XXS,600,73,4702,4792,14.02,0,6.4,79.2,95.25,28.4,52.3,-93.22,0,36.5,3.9919,Fixed,Fixed,Fixed_Fixed,29.716,2339.84252,527.0294374,
65,XXS,600,73,1651,3490,14.02,0,6.4,79.2,95.25,28.4,52.3,-865.22,0,36.5,13.5122,Fixed,Fixed,Fixed_Fixed,12.298,968.3464567,738.2873446,
65,XXS,150,73,1087,3489,14.02,23,1.5,69.9,88.9,20.9,52.3,-1120.2,8.122,35.585,16.4986,Fixed,Fixed,Fixed_Fixed,16.592,1306.456693,1216.215973,
65,XXS,150,73,2562,1477,14.02,23,1.5,69.9,88.9,20.9,52.3,467.43,0,36.5,18.1301,Fixed,Fixed,Fixed_Fixed,5.337,420.2362205,429.8948801,
65,XXS,150,73,1535,3191,14.02,23,1.5,69.9,88.9,20.9,52.3,-712.73,0,36.5,14.1529,Fixed,Fixed,Fixed_Fixed,8.574,675.1181102,539.1303586,
65,XXS,150,73,1882,1400,14.02,23,1.5,69.9,88.9,20.9,52.3,217.33,0,36.5,25.1234,Fixed,Fixed,Fixed_Fixed,3.148,247.8740157,351.3807838,
65,XXS,150,73,3380,2392,14.02,23,1.5,69.9,88.9,20.9,52.3,413.53,0,36.5,9.2198,Fixed,Fixed,Fixed_Fixed,10.555,831.1023622,432.3591043,
65,XXS,300,73,3070,4024,14.02,45,1.5,76.2,95.25,23.9,52.3,-385.25,7.3421,32.168,5.5825,Fixed,Fixed,Fixed_Fixed,15.205,1197.244094,377.1204008,
65,XXS,300,73,1489,3095,14.02,45,1.5,76.2,95.25,23.9,52.3,-662.56,0,36.5,13.237,Fixed,Fixed,Fixed_Fixed,7.125,561.023622,419.0243953,
65,XXS,300,73,2854,1618,14.02,45,1.5,76.2,95.25,23.9,52.3,485.05,8.122,35.585,13.2123,Fixed,Fixed,Fixed_Fixed,6.199,488.1102362,363.8856532,
65,XXS,300,73,1776,777,14.02,45,1.5,76.2,95.25,23.9,52.3,385.78,0,36.5,37.3256,Fixed,Fixed,Fixed_Fixed,2.051,161.496063,340.1240396,
65,XXS,300,73,479,4390,14.02,45,1.5,76.2,95.25,23.9,52.3,-1939.1,0,36.5,16.2343,Fixed,Fixed,Fixed_Fixed,8.106,638.2677165,584.6622279,
65,XXS,600,73,3854,3365,14.02,55,6.4,79.2,95.25,28.4,52.3,192.19,6.5621,28.751,5.1002,Fixed,Fixed,Fixed_Fixed,15.029,1183.385827,340.5510016,
65,XXS,600,73,4856,1034,14.02,55,6.4,79.2,95.25,28.4,52.3,1829.7,8.122,35.585,10.2737,Fixed,Fixed,Fixed_Fixed,58.813,4630.944882,2684.510354,
65,XXS,600,73,606,2180,14.02,55,6.4,79.2,95.25,28.4,52.3,-660.28,0,36.5,37.0067,Fixed,Fixed,Fixed_Fixed,3.655,287.7952756,600.9420737,
65,XXS,600,73,1380,723,14.02,55,6.4,79.2,95.25,28.4,52.3,246.41,0,36.5,45.1347,Fixed,Fixed,Fixed_Fixed,1.212,95.43307087,243.0401645,
65,XXS,600,73,1526,1497,14.02,55,6.4,79.2,95.25,28.4,52.3,49.6,0,47.033,22.2616,Fixed,Fixed,Fixed_Fixed,2.446,192.5984252,241.9233002,
65,XXS,150,73,4449,3517,14.02,17.25,1.5,69.9,88.9,20.9,52.3,411.3,8.122,35.585,5.2104,Fixed,Fixed,Fixed_Fixed,20.579,1620.393701,476.3873304,
65,XXS,150,73,1162,2235,14.02,17.25,1.5,69.9,88.9,20.9,52.3,-468.04,8.122,35.585,26.3674,Fixed,Fixed,Fixed_Fixed,4.005,315.3543307,469.1748227,
65,XXS,150,73,622,1417,14.02,17.25,1.5,69.9,88.9,20.9,52.3,-341.69,0,36.5,68.1755,Fixed,Fixed,Fixed_Fixed,1.442,113.5433071,436.7756942,
65,XXS,150,73,1888,4910,14.02,17.25,1.5,69.9,88.9,20.9,52.3,-1400.1,7.3421,32.168,7.6388,Fixed,Fixed,Fixed_Fixed,28.737,2262.755906,975.2847601,
65,XXS,150,73,3449,4516,14.02,17.25,1.5,69.9,88.9,20.9,52.3,-471.73,7.3421,32.168,5.2227,Fixed,Fixed,Fixed_Fixed,20.773,1635.669291,482.0134664,
65,XXS,300,73,2317,3795,14.02,33.75,1.5,76.2,95.25,23.9,52.3,-619.47,8.122,35.585,8.3628,Fixed,Fixed,Fixed_Fixed,12.632,994.6456693,469.3412202,
65,XXS,300,73,2073,3693,14.02,33.75,1.5,76.2,95.25,23.9,52.3,-690.68,0,36.5,9.4312,Fixed,Fixed,Fixed_Fixed,11.69,920.4724409,489.8310784,
65,XXS,300,73,1184,2389,14.02,33.75,1.5,76.2,95.25,23.9,52.3,-500.72,0,36.5,21.5096,Fixed,Fixed,Fixed_Fixed,4.193,330.1574803,400.7025139,
65,XXS,300,73,4872,2363,14.02,33.75,1.5,76.2,95.25,23.9,52.3,1068.3,6.5621,28.751,6.0974,Fixed,Fixed,Fixed_Fixed,20.664,1627.086614,559.7884714,
65,XXS,300,73,2768,2275,14.02,33.75,1.5,76.2,95.25,23.9,52.3,231.16,0,36.5,11.439,Fixed,Fixed,Fixed_Fixed,7.636,601.2598425,388.0778452,
65,XXS,600,73,4429,4538,14.02,41.25,6.4,79.2,95.25,28.4,52.3,-93.22,0,36.5,3.6574,Fixed,Fixed,Fixed_Fixed,24.01,1890.551181,390.1480954,
65,XXS,600,73,3448,1522,14.02,41.25,6.4,79.2,95.25,28.4,52.3,817.55,0,36.5,11.8828,Fixed,Fixed,Fixed_Fixed,9.068,714.015748,478.7349889,
65,XXS,600,73,957,1796,14.02,41.25,6.4,79.2,95.25,28.4,52.3,-330.33,0,36.5,31.2151,Fixed,Fixed,Fixed_Fixed,2.199,173.1496063,304.9683924,
65,XXS,600,73,4554,3662,14.02,41.25,6.4,79.2,95.25,28.4,52.3,372.02,6.5621,28.751,4.3164,Fixed,Fixed,Fixed_Fixed,20.311,1599.291339,389.5093261,
65,XXS,600,73,2679,2002,14.02,41.25,6.4,79.2,95.25,28.4,52.3,287.15,8.122,35.585,11.7084,Fixed,Fixed,Fixed_Fixed,6.262,493.0708661,325.7432948,
65,XXS,150,73,543,580,14.02,28.75,1.5,69.9,88.9,20.9,52.3,-46.15,0,44.4,137.2432,Fixed,Fixed,Fixed_Fixed,0.344,27.08661417,209.7558823,
65,XXS,150,73,2805,2924,14.02,28.75,1.5,69.9,88.9,20.9,52.3,-83.92,0,36.5,8.8393,Fixed,Fixed,Fixed_Fixed,9.768,769.1338583,383.6086533,
65,XXS,150,73,1460,627,14.02,28.75,1.5,69.9,88.9,20.9,52.3,325.18,0,36.5,59.678,Fixed,Fixed,Fixed_Fixed,1.429,112.519685,378.8884438,
65,XXS,150,73,3948,2961,14.02,28.75,1.5,69.9,88.9,20.9,52.3,422.03,0,36.5,6.3989,Fixed,Fixed,Fixed_Fixed,14.952,1177.322835,425.0788354,
65,XXS,150,73,1947,2378,14.02,28.75,1.5,69.9,88.9,20.9,52.3,-204.66,0,36.5,14.6668,Fixed,Fixed,Fixed_Fixed,5.469,430.6299213,356.375766,
65,XXS,300,73,1065,4719,14.02,56.25,1.5,76.2,95.25,23.9,52.3,-1729.6,8.122,35.585,10.5126,Fixed,Fixed,Fixed_Fixed,100.751,7933.149606,4705.701512,
65,XXS,300,73,4847,2467,14.02,56.25,1.5,76.2,95.25,23.9,52.3,996.27,16.201,20.316,5.4608,Fixed,Fixed,Fixed_Fixed,18.731,1474.88189,454.4458118,
65,XXS,300,73,970,4050,14.02,56.25,1.5,76.2,95.25,23.9,52.3,-1424.5,8.122,35.585,13.5327,Fixed,Fixed,Fixed_Fixed,35.214,2772.755906,2117.213647,
65,XXS,300,73,3716,4779,14.02,56.25,1.5,76.2,95.25,23.9,52.3,-441.88,7.3421,32.168,3.8745,Fixed,Fixed,Fixed_Fixed,21.796,1716.220472,375.195253,
65,XXS,300,73,3681,4972,14.02,56.25,1.5,76.2,95.25,23.9,52.3,-517.38,0,-36.5,3.7713,Fixed,Fixed,Fixed_Fixed,22.89,1802.362205,383.5321229,
65,XXS,600,73,4528,437,14.02,68.75,6.4,79.2,95.25,28.4,52.3,2044.5,0,36.5,15.6673,Fixed,Fixed,Fixed_Fixed,7.543,593.9370079,525.0529921,
65,XXS,600,73,2221,4187,14.02,68.75,6.4,79.2,95.25,28.4,52.3,-775.52,18.387,23.056,6.5022,Fixed,Fixed,Fixed_Fixed,13.007,1024.173228,375.7528943,
65,XXS,600,73,343,3994,14.02,68.75,6.4,79.2,95.25,28.4,52.3,-1848.6,0,36.5,20.6691,Fixed,Fixed,Fixed_Fixed,5.183,408.1102362,475.9569204,
65,XXS,600,73,2063,4642,14.02,68.75,6.4,79.2,95.25,28.4,52.3,-1023.7,0,36.5,6.3346,Fixed,Fixed,Fixed_Fixed,16.14,1270.866142,454.2423242,
65,XXS,600,73,1672,625,14.02,68.75,6.4,79.2,95.25,28.4,52.3,388.71,0,-36.5,41.9048,Fixed,Fixed,Fixed_Fixed,1.615,127.1653543,300.6776653,
80,40,150,88.9,935,3487,5.49,0,1.5,69.9,95.25,22.4,63.5,-1225,0,-44.45,25.7661,Fixed,Fixed,Fixed_Fixed,19.648,1547.086614,2249.219852,
